category	key	tree_id	tree_name_en	tree_name_ko	english	korean	desc_en	desc_ko
ability	Abilities.Ability_SummonStormSprite_Name				"Summon Storm Sprite"	"폭풍 요괴 소환"	"Summons a storm sprite to defend your totem. Storm Sprites use lightning spells to damage nearby enemies and last for 6 seconds."	"'{'폭풍 요괴'}'를 소환하여 '{'토템'}'을 보호합니다. '{'폭풍 요괴'}'가 번개 주문으로 사용해 근처의 적군에게 피해를 주고 6초 동안 지속됩니다."
ability	Abilities.Ability_DetonateGround_Name				"Detonate Ground"	"대지 폭발"	"After a short delay the ground erupts in a firey explosion."	"약간의 지연 후, 땅이 불길과 함께 폭발합니다."
ability	Abilities.Ability_SummonFrenzyTotem_Name				"Summon Frenzy Totem"	"광란 토템 소환"	"Summons a totem that grants Frenzy to all nearby allies. Frenzy increases attack and cast speed by 20%."	"근처의 모든 아군을 광란 상태로 만드는 토템을 소환합니다. 광란은 공격 및 시전 속도를 20% 증가시킵니다."
ability	Abilities.Ability_SummonValeSpirit_Name				"Vale Spirit"	"계곡 영혼"	"Creates a Vale Spirit which orbits you for a short time. During this time you automatically shoot nearby enemies with Spirit Thorns from the Vale Spirit."	"잠시 동안 플레이어 주변을 도는 계곡 영혼을 생성합니다. 그동안 계곡 영혼의 영혼 가시가 자동으로 인근 적에게 발사됩니다."
ability	Abilities.Ability_SummonBoneMinion_Name				"Summon Skeleton"	"해골 소환"	"Summon a Bone Minion to attack your enemies for 20 seconds."	"'{'뼈 미니언'}' 하나를 소환하여 적군을 공격하고 20초 지속됩니다."
ability	Abilities.Ability_SummonDeathKnight_Name				"Summon Death Knight"	"죽음의 기사 소환"	"Summons a Skeleton Death Knight to assist you."	"전투에 도움이 된 해골 죽음의 기사를 소환합니다."
ability	Abilities.Ability_Skeletal Mages Cold Projectile_Name				"Ice Shard"	"얼음 조각"	"Cast a razor sharp shard of ice at the target direction. Added spell damage applies at 150% effectiveness."	"표적 방향으로 아주 날카로운 얼음 조각을 시전합니다. 추가 스펠 대미지가 150% 효과로 적용됩니다."
ability	Abilities.Ability_Skeletal Mages Fire Projectile_Name				"Fireball"	"파이어볼"	"Cast a ball of fire towards the target. Added spell damage applies at 175% effectiveness."	"표적을 향해 불덩어리를 던집니다. 추가 스펠 대미지가 175% 효과로 적용됩니다."
ability	Abilities.Ability_Static_Name				"Static"	"정전"	"Static charges up as you move or when you get hit. Activate Static to discharge what you have built up, striking up to 5 nearby enemies with lightning.  100 charges maximum. Deals 4% more damage per charge."	"정전은 이동하거나 피격당하면 충전됩니다. 정전을 활성화하면 그동안 쌓은 에너지를 분출해 인근에 있는 적을 최대 5명까지 번개로 공격합니다.  최대 100까지 충전할 수 있습니다. 충전당 피해가 4% 증폭됩니다."
ability	Abilities.Ability_OldDischarge_Name				"Zap"	"전기 충격"	"Zaps up to five nearby enemies, dealing lightning damage."	"최대 5명의 근처 적군에게 전기 충격을 가해 번개 피해를 입힙니다."
ability	Abilities.Ability_BloodTether_Name				"Blood Tether"	"피의 사슬"	"Tethers an enemy, drawing blood from them to deal physical damage over time. Deals 1% more damage per bleed on the target.  3% of damage dealt is leeched as health."	"적 1명을 연결하여 피를 흡수하고 물리 지속 피해를 입힙니다. 대상이 각 스택의 출혈마다 피해가 1% 증폭됩니다.  입힌 피해의 3%가 체력 흡수로 전환됩니다."
ability	Abilities.Ability_SummonNecroticWisp_Name				"Summon Soul Wisp"	"영혼 혼불 소환"	"Summons a wisp which lasts 10 seconds."	"10초 동안 지속되는 혼불을 소환합니다."
ability	Abilities.Ability_PhysicalNova_Name				"Kinetic Burst"	"운동성 폭발"	"Destroy your enemies so forcefully that they generate a burst of physical damage around them as they die."	"적을 강력하게 처치해 적 사망 시 주변으로 물리 피해가 폭발합니다."
ability	Abilities.Ability_PoisonPool_Name				"Poison Pool"	"포이즌 풀"	"Leave a pool of poison the ground for several seconds that poisons enemies within it each second."	"몇 초 동안 지면에 포이즌 풀를 만들어 웅덩이 안에 있는 적에게 매초 독을 적용합니다."
ability	Abilities.Ability_SummonBabyScorpion_Name				"Summon Baby Scorpion"	"전갈 새끼를 소환"	"Summons baby scorpions which will follow your scorpion around and attack enemies. Baby scorpions receive the same stats as your scorpion."	"'{'전갈 새끼'}'를 소환하여 소유한 '{'전갈'}'를 따라 적을 공격합니다. '{'전갈 새끼'}'는 '{'전갈'}'와 같은 속성을 가지고 있습니다."
ability	Abilities.Ability_IceShard_Name				"Ice Shard"	"얼음 조각"	"Cast a razor sharp shard of ice at the target direction."	"대상 방향으로 아주 날카로운 얼음 조각을 시전합니다."
ability	Abilities.Ability_Disintegrate_Name				"Disintegrate"	"붕괴"	"Channel to create a beam of pure energy in the target direction. The beam deals fire and lightning damage to all enemies caught in it."	"대상 방향으로 순수한 에너지 빔을 만들기 위해 채널링합니다. 빔은 포착된 모든 적에게 화염과 전격 피해를 입힙니다."
ability	Abilities.Ability_TundraNova_Name				"Tundra Nova"	"동토 노바"	"Cast a burst of frigid sleet to pelt enemies around the target."	"얼음장 같은 진눈깨비를 시전해 대상 주변의 적을 공격합니다."
ability	Abilities.Ability_HolyEruption_Name				"Holy Eruption"	"성스러운 분출"	"An eruption of holy power that deals spell fire damage to enemies and heals 80 health to nearby allies. "	"주변 적에게 주문 화염 피해를 입히고, 주변 아군에게 80의 체력을 치유하는 신성한 힘의 분출입니다."
ability	Abilities.Ability_Maelstrom_Name				"Maelstrom"	"소용돌이"	"Surrounds you with a freezing Maelstrom that deals cold damage over time to nearby enemies.  Can be cast repeatedly to create multiple maelstroms at once. Each Maelstrom lasts 7 seconds."	"빙점에 가까운 소용돌이가 플레이어를 감싸고 인근 적에게 냉기 지속 피해를 입힙니다.  반복적으로 시전해 한 번에 여러 개의 소용돌이를 일으킬 수 있습니다. 각 소용돌이는 7초 동안 지속됩니다."
ability	Abilities.Ability_Manifest Armor 02 ForgeBreath_Name				"Forge Breath"	"대장간 숨결"	"Deals fire damage in a cone. Added spell damage applies a 350% effectiveness."	"원뿔 모양으로 화염 피해를 입힙니다. 추가 주문 피해는 350%의 효과를 가집니다."
ability	Abilities.Ability_Tsunami_Name				"Tsunami"	"쓰나미"	"Creates a frigid cascading Tsunami around you that deals cold damage in an area."	"당신 주변에 계단식 쓰나미를 만들어 한 범위 내에서 냉기 피해를 입힙니다."
ability	Abilities.Ability_SummonRaptor_Name				"Summon Raptor"	"공룡 소환"	"Summons a primal raptor that ferociously attacks your enemies. When its health drops to 0 it is downed, and you can stand near it to revive it.  The raptor counts as a companion. You can have a maximum of two companions at once by default."	"적을 맹렬하게 공격하는 태고의 공룡을 소환합니다. 공룡은 체력이 0으로 떨어지면 쓰러지며, 공룡 가까이에 서면 공룡을 부활시킬 수 있습니다.  공룡은 동반자로 취급됩니다. 기본적으로 최대 두 동반자를 동시에 가질 수 있습니다."
ability	Abilities.Ability_Rampage_Name				"Rampage"	"광포"	"The companion ability of your Primal Raptor.  Sends your Raptor into a rampage. Your raptor gains 40% more damage (multiplicative with other modifiers) and 40% increased attack speed, cast speed, movement speed, and size for 4 seconds"	"'{'랩터'}'의 동반자 능력.  플레이어의 '{'랩터'}'이 광포 상태가 되어, 피해가 40% 증폭(기타 수정치와 곱함으로 적용)되고, 40%의 공격 속도, 시전 속도, 이동 속도와 체격을 증가시키며 4초 동안 지속됩니다."
ability	Abilities.Ability_Fire Fissure_Name				"Fissure"	"균탁"	"Open a fissure underneath your enemies, dealing spell fire damage over time for 3 seconds."	"적군의 발밑에 균열 하나를 열어 3초 동안 지속된 주문 지속 피해를 일으킵니다."
ability	Abilities.Ability_RaptorScreech_Name				"Raptor Screech"	"랩터의 비명"	"Your raptor emits a vicious screech, dealing damage to and shredding the armor of nearby enemies."	"플레이어의 '{'랩터'}'이 사악한 비명을 내며 근처의 적에게 피해를 주고 그들의 방어력를 분쇄합니다."
ability	Abilities.Ability_Manifest Armor 04 Charge_Name				"Charge"	"충전"	"Charge at a nearby enemy, knocking back and dealing physical damage to enemies hit along the path."	"인근 적에 돌진하여 경로 상에 있는 적에게 밀어내고 물리 피해를 입힙니다."
ability	Abilities.Ability_Manifest Armor 03 Whirlwind Strike_Name				"Whirlwind Strike"	"선풍 맹공"	"The Manifest Armor quickly spins, hitting all enemies around it. Added damage applies at 300% effectiveness."	"'{'육화한 방어구'}' 빠르게 회전하여 주위의 모든 적군을 타격합니다.피해 효과는 300%로 증가합니다."
ability	Abilities.Ability_Earthquake_Name				"Earthquake"	"지진"	"A melee attack that hits all enemies in an area around you sending out tremors to nearby enemies."	"주변 범위의 모든 적군을 근접 타격하고 주변 적군에게 '{'미진'}'을 시전합니다."
ability	Abilities.Ability_EarthquakeAftershock_Name				"Aftershock"	"여진"	"Seeks out targets and erupts, damaging all nearby enemies."	"대상을 찾아 폭발하며 근처의 모든 적에게 피해를 입힙니다."
ability	Abilities.Ability_DivineFlare_Name				"Divine Flare"	"신성한 불길"	"A holy blast which deals spell fire damage to nearby enemies."	"인근 적에게 주문 화염 피해를 입히는 성스러운 폭발입니다."
ability	Abilities.Ability_EarthquakeSlam_Name				"Earthquake"	"지진"	"Slam the ground with your weapon damaging enemies in a large area and creating 2 to 4 aftershocks nearby."	"무기로 땅을 내리쳐 넓은 범위 내의 적에게 피해를 입히고 주변에 2에서 4개의 여진을 생성합니다. "
ability	Abilities.Ability_Shift_Name				"Shift"	"공간 도약"	"Dash a short fixed distance in the target direction."	"지정 방향으로 정해진 만큼 짧게 돌진합니다."
ability	Abilities.Ability_DetonatingArrow_Name				"Detonating Arrow"	"폭렬 화살"	"Requires a bow.  Fires an arrow that embeds itself in a target then explodes after 0.6 seconds."	"활 유형 무기를 한정합니다.  화살을 발사하여 타격 시 목표물에 부착되고 0.6초 후에 폭발합니다."
ability	Abilities.Ability_ArcaneAscendance_Name				"Arcane Ascendance"	"비전 상승"	"Toggle to prevent movement and drain 25 mana each second. Mana drain increases by 1 mana per second. All spells cost +5 mana to cast. 100% increased spell damage and 50% increased cast speed. Also deals lightning damage over time to surrounding enemies."	"움직임을 막고 초당 25 마나를 소모하도록 합니다. 초당 1 마나씩 마나 소모량이 증가합니다. 모든 주문 시전 비용이 +5 마나가 됩니다. 주문 피해가 100% 증가하고 시전 속도가 50% 증가합니다. 또한 주변의 적에게 시간 경과에 따른 번개 피해를 입힙니다."
ability	Abilities.Ability_ArcaneAscendanceExit_Name				"Arcane Ascendance"	"비전 상승"	"Toggle to prevent movement and drain 25 mana each second. Mana drain increases by 1 mana per second. All spells cost +5 mana to cast. 100% increased spell damage and 50% increased cast speed."	"활성화하면 이동할 수 없게 되고, 마나가 매초 25씩 고갈됩니다. 마나 고갈량은 매초 1씩 증가합니다. 모든 스펠의 시전 시 마나 소모량이 5 증가합니다. 스펠 대미지가 100%, 시전 속도가 50% 증가합니다."
ability	Abilities.Ability_SummonBee_Name				"Summon Bee"	"벌 소환"	"Summon a bee to destroy your enemies for 10 seconds."	"벌 하나를 소환해 적을 타격하여 10초간 지속합니다."
ability	Abilities.Ability_Furnace_Name				"Furnace"	"용광로"	"Spews sweltering heat in a cone in front of you, dealing fire damage over time.  Added damage applies at 240% effectiveness per second."	"전방 원뿔형 구역에 작열 고온을 분사하여 화염 지속 피해를 입힙니다.  증가 피해 효율이 매초 240% 입니다."
ability	Abilities.Ability_Squirrel Ability_Name				"Sciurine Rage"	"다람쥐의 격분"	"The companion ability of your Primal Squirrels.  Your squirrels are worked up into a Sciurine Rage and gain 40% increased movement and attack speed for 4 seconds."	"태고의 다람쥐의 동반자 스킬입니다.  다람쥐들이 격분 상태가 되어 4초 동안 이동 속도 및 공격 속도가 40% 증가합니다."
ability	Abilities.Ability_SummonAreksFlesh_Name				"Summon Arek's Flesh"	"아렉의 살 소환"	"Summon the remains of Arek to fight for you. Arek uses physical melee attacks."	"아렉의 유해를 소환해 대신 싸우게 합니다. 아렉은 물리 근접 공격을 사용합니다."
ability	Abilities.Ability_TimeWave_Name				"Time Wave"	"시간의 물결"	"Release a torrent of time distortion around you, damaging nearby enemies."	"시간을 왜곡시키는 급류를 주변에 쏟아부어 인근 적에게 피해를 입힙니다."
ability	Abilities.Ability_InfernalShade_Name				"Infernal Shade"	"지옥의 유령"	"Target enemy and all nearby enemies take fire damage per second. Each enemy can only have one Infernal Shade attached at a time. Expires after 5 seconds. Max 4 active shades."	"대상이 되는 적과 근처의 모든 적이 매초 화염 피해를 받습니다. 적마다 한 번에 하나의 지옥의 유령만 부착할 수 있습니다. 5초 후 사라집니다. 최대 4개의 유령을 활성화할 수 있습니다."
ability	Abilities.Ability_AssembleAbomination_Name				"Assemble Abomination"	"어보미네이션 합체"	"Hold ability key to channel to absorb your Wraiths, Summoned Skeletons, Skeletal Mages, Golems, and Volatile Zombies in an area. When you release, summon a single hulking abomination with added health and more damage per minion absorbed.  The abomination remembers the minions absorbed to create it and will rapidly devour those minions to restore 10% of its maximum health."	"스킬 키를 길게 눌러 채널링을 시작하면, 일정 범위 내의 '{'망령'}', '{'해골 소환'}', '{'해골 마법사'}', '{'골렘'}', '{'파열 좀비'}'를 흡수합니다. 키를 놓으면 거대한 '{'어보미네이션'}'을 소환하며, 흡수한 미니언 수만큼 '{'어보미네이션'}'의 체력이 증가하고 피해가 증폭됩니다.  '{'어보미네이션'}'은 흡수된 미니언의 유형을 기억하고, 해당 미니언을 빠르게 삼켜 최대 체력의 10%를 회복합니다."
ability	Abilities.Ability_Abomination Melee_Name				"Melee Attack"	"근접 공격"	"Attacks enemies in an area in front of the abomination."	"어보미네이션 앞쪽에 일정 범위 내의 적을 공격합니다."
ability	Abilities.Ability_DrainLife_Name				"Drain Life"	"생명 흡수"	"Channelled spell that targets up to 3 enemies around the target location, dealing necrotic damage over time and leeching 30% of that damage back as health."	"대상 위치 주변의 최대 3명의 적을 대상으로 하는 채널링 주문으로, 괴사 지속 피해를 주고 그 피해의 30%를 체력으로 흡수합니다."
ability	Abilities.Ability_RogueMultishot_Name				"Multishot"	"다중 발사"	"Requires a bow.  A bow attack that fires a cone of 5 arrows in the target direction. Aiming the cursor further from your character reduces the spread."	"활이 필요합니다.  지정 방향의 원뿔 범위에 활 5개를 발사하는 활 공격입니다. 커서를 멀리 조준하면 확산 정도를 줄일 수 있습니다."
ability	Abilities.Ability_FireTrail_Name				"Fire Trail"	"화염의 자취"	"Leaves a wake of fire behind you that ignites enemies and lasts for 3 seconds."	"적을 점화시키며 3초 동안 지속되는 화염의 자취를 남깁니다."
ability	Abilities.Ability_SummonBallista_Name				"Ballista"	"노포"	"Summons a ballista that fires bolts at nearby enemies."	"인근 적에게 화살을 쏘는 노포를 소환합니다."
ability	Abilities.Ability_NecroticExplosion_Name				"Soul Blast"	"영혼 폭발"	"Create a burst of necrotic damage in an area around the target."	"대상 주변 지역에 괴사 피해의 폭발을 만듭니다."
ability	Abilities.Ability_TimeBubble_Name				"Time Bubble"	"시간의 방울"	"Creates a bubble where time moves slower than the space around it. Slows enemies caught in the time bubble and shreds their void resistance."	"주변 지역보다 시간이 천천히 흐르는 방울을 만듭니다. 시간의 방울에 갇힌 적은 둔화되며, 공허 저항이 분쇄됩니다."
ability	Abilities.Ability_BurningGround_Name				"Burning Patch"	"불타는 구획"	"A Burning patch on the ground which ignites all enemies twice per second."	"매초 범위 내의 모든 적군을 두 번 점화하는 작은 범위 불타는 땅입니다."
ability	Abilities.Ability_DeathSeal_Name				"Death Seal"	"죽음의 봉인"	"Toggle to seal your health, preventing it from going above its current value for 3 seconds. While sealed you take less damage equal to half your percent missing health, and 90% of hit damage taken is dealt over 4 seconds.   Reactivate to unleash a Wave of Death dealing damage based on how long Death Seal has been active and your current percent missing health."	"전환 후 체력을 봉인하여 다음 3초 내 현재 값을 초과할 수 없게 합니다. 봉인 기간에 입는 피해가 손실된 체력의 절반만큼 감소합니다. 또한 입은 명중 피해의 90%가 4초 안에 지속적으로 효과되는 것으로 전환됩니다.  다시 활성화하면 하나의 '{'죽음의 파도'}'를 발동하여 '{'사망 봉인'}'이 활성화된 시간과 현재 손실된 체력의 백분비에 따라 피해를 입힙니다."
ability	Abilities.Ability_DeathSealWave_Name				"Wave of Death"	"죽음의 파도"	"Releases a Wave of Death dealing damage based on how long Death Seal has been actve and your current percent missing health."	"하나의 '{'죽음의 파도'}'를 발동하여, '{'사망 봉인'}'의 활성화 시간과 현재 손실한 체력의 백분비에 따라 피해를 입힙니다."
ability	Abilities.Ability_DeathSealExit_Name				"Death Seal"	"죽음의 봉인"	"Releases a Wave of Death dealing damage based on how long Death Seal has been actve and your current percent missing health."	"하나의 '{'죽음의 파도'}'를 발동하여, '{'사망 봉인'}'의 활성화 시간과 현재 손실한 체력의 백분비에 따라 피해를 입힙니다."
ability	Abilities.Ability_SummonHealingTotem_Name				"Summon Healing Totem"	"치유 토템 소환"	"Summons a totem that repeatedly heals nearby allies for 100 health. Healing totems have 100 base health and last 6 seconds."	"인근 아군의 체력을 반복적으로 100씩 치유하는 토템을 소환합니다. 치유 토템의 기본 체력은 100이며, 6초 동안 지속됩니다."
ability	Abilities.Ability_VoidCleave_Name				"Void Cleave"	"공허 가르기"	"Requires a 2-handed sword or axe.  A melee attack that hits all enemies in an area in front of you. Can be echoed by Void Knights. Unaffected by weapon range."	"양손검 또는 도끼가 필요합니다.  전방 영역의 모든 적을 타격하는 근접 공격입니다. 공허 기사의 메아리가 시전할 수 있습니다. 무기 범위의 영향을 받지 않습니다."
ability	Abilities.Ability_ShieldBash_Name				"Shield Bash"	"방패 강타"	"Requires a shield.  A melee directional attack that stuns enemies for 1 second. 100% increased stun duration against non-boss enemies.  1.5% more damage per 1% block chance (up to 150%, multiplicative with other modifiers).  20% of remaining cooldown recovered whenever you stun an enemy, including with Shield Bash itself. This effect can occur a maximum of two times each second."	"방패가 필요합니다.  1초 동안 적을 기절시키는 근접 방향 공격입니다. 보스가 아닌 적의 경우, 기절 지속 시간이 100% 증가합니다.  차단 확률 1%당 피해가 1.5% 증폭됩니다(최대 150%, 다른 변경자에 곱연산으로 적용)."
ability	Abilities.Ability_DarkQuiver_Name				"Dark Quiver"	"어둠의 화살집"	"Requires a bow.  Summons 7 Black Arrows that rain from the sky over 4 seconds, granting 100% increased damage to your next bow attack when retrieved."	"활이 필요합니다.  4초 동안 하늘에서 쏟아지는 7개의 검은 화살을 소환합니다. 회수 시 다음 활 공격의 피해가 100% 증가합니다."
ability	Abilities.Ability_SummonVolatileZombie_Name				"Summon Volatile Zombie"	"파열 좀비 소환"	"Summons a Volatile Zombie which trudges towards the nearest enemy. When it reaches an enemy or dies, it explodes dealing physical and fire damage to surrounding enemies."	"가장 가까운 적에게 느릿느릿 걸어가는 파열 좀비를 소환합니다. 파열 좀비가 적에게 도달하거나 사망하면 폭발해 주변의 적에게 물리 및 화염 피해를 입힙니다."
ability	Abilities.Ability_SummonSkeletonVanguard_Name				"Summon Skeleton Vanguard"	"해골 선봉대 소환"	"Summon a Skeleton Vanguard wielding a spear which fights for you."	"창을 휘두르며 플레이어를 위해 싸우는 해골 선봉대를 소환합니다."
ability	Abilities.Ability_DreadShade_Name				"Dread Shade"	"공포의 유령"	"Your minion's health is drained for 3% of its max health per second for each second the shade has been active, but it and your minions around it deal +10 necrotic damage with spells and attacks and have 50% increased necrotic damage."	"유령이 활성화된 상태에서 플레이어 미니언의 체력이 매초 최대 체력의 3%씩 고갈됩니다. 하지만 유령과 유령 주변의 미니언이 스펠 및 공격으로 주는 괴사 대미지가 10 추가되고, 괴사 대미지가 50% 증가합니다."
ability	Abilities.Ability_TailSlam_Name				"Tail Slam"	"꼬리 치기"	"A melee physical hit followed by a powerful cascading explosion. The explosion counts as a fire spell and applies ignite on hit.  Added damage applies at 100% effectiveness to the melee hit and 200% effectiveness to the explosion.  Increased Area for Minion Area Skills applies to the melee hit, but not the cascading explosion."	"강력하게 쏟아지는 폭발에 근접 물리 타격이 뒤따릅니다. 폭발은 화염 주문으로 간주하며, 타격 시 점화를 적용합니다.  추가 대미지가 근접 타격에 100% 효과로, 폭발에 200% 효과로 적용됩니다.  미니언 광역 스킬의 범위 확대는 근접 타격에만 적용되며, 쏟아지는 폭발에는 적용되지 않습니다."
ability	Abilities.Ability_SummonMercenary_Name				"Recruit Mercenary"	"용병 기용"	"Recruit a crossbow mercenary to guard you."	"플레이어를 보호하는 석궁 용병을 기용합니다."
ability	Abilities.Ability_DevouringSouls_Name				"Devouring Souls"	"포식 영혼"	"Calls forth five hungering souls that seeks out enemies, on hit they deal necrotic damage and then possesses the target.  Possessed enemies take necrotic damage over time for 1.5 seconds. Enemies cannot be possessed by multiple souls at once."	"적을 찾아 나서는 다섯 개의 굶주린 영혼을 소환합니다. 타격 시 괴사 피해를 입히고 대상에게 빙의합니다.  빙의된 적은 1.5초 동안 괴사 지속 피해를 받습니다. 적은 한 번에 여러 영혼에게 빙의되지 않습니다."
ability	Abilities.Ability_soulReave_Name				"Soul Reave"	"영혼 가르기"	"A necrotic melee attack that hits all enemies in a wide area. This attack has 15% more radius compared to the abomination's basic melee attack."	"광범위 내에 있는 모든 적을 타격할 수 있는 일종의 괴사 근접 공격입니다. 해당 공격은 '{'어보미네이션'}'의 기본 근접 공격 반경보다 15% 증가합니다."
ability	Abilities.Ability_Abomination Double Strike_Name				"Double Strike"	"이중 맹공"	"Two rapid melee attacks which strike all enemies in front of the abomination."	"두 번의 빠른 근접 공격으로 '{'어보미네이션'}' 앞쪽의 모든 적을 타격합니다."
ability	Abilities.Ability_BoneEruption_Name				"Bone Eruption"	"뼈 분출"	"Bones erupt from the ground, dealing physical damage to enemies in the area."	"땅에서 뼈가 분출하여 범위 내의 적군에게 물리 피해를 입힙니다."
ability	Abilities.Ability_AlluvionWave_Name				"Alluvion Wave"	"앨루비언 웨이브"	"A wave of crashing water dealing spell cold damage in a wide area. Added spell damage is applied at 400% effectiveness."	"광범위한 지역에 주문 콜드 피해를 입히는 파도가 밀려옵니다. 추가된 주문 피해는 401%의 효과로 적용됩니다"
ability	Abilities.Ability_DragonfireNova_Name				"Dragonflame Nova"	"드래곤플레임 노바"	"Create a burst of fire damage around a minion. This ability is cast by your minion, not by you."	"미니언 주변에 한 줄기 화염 폭발을 생성하여 피해를 입힙니다. 해당 스킬은 자신이 아닌 본인의 미니언에 의해 시전합니다."
ability	Abilities.Ability_Firebrand_Name				"Firebrand"	"불의 낙인"	"A melee attack which grants you a stack of Firebrand buff if it hits an enemy. Each stack of the Firebrand buff increases the size of subsequent Firebrand attacks and adds melee fire damage."	"적을 타격하면 불의 낙인 버프를 중첩시키는 근접 공격입니다. 불의 낙인 버프가 중첩될 때마다 다음번 불의 낙인 공격 크기가 커지며 근접 화염 피해가 추가됩니다."
ability	Abilities.Ability_FlameWave_Name				"Flame Wave"	"불꽃 파도"	"Launch a wave of flame toward the target, hitting all enemies in its path."	"대상을 향해 불꽃 파도를 발사하고 그 경로에 있는 모든 적을 타격합니다."
ability	Abilities.Ability_ShieldShatter_Name				"Shield Shatter"	"방패 파편"	"Launch shield fragments in a cone in front of you."	"전방의 원뿔 범위에 방패 파편을 발사합니다."
ability	Abilities.Ability_FlurryWave_Name				"Force Wave"	"무력 파도"	"Strike with such force that your blows extend further, granting additional range. Does not hit targets already hit by the attack that generated the Force Wave. This still counts as a melee attack."	"공격을 더욱 멀리 도달하게 해주는 무력으로 맹공해 공격 범위를 확장합니다. 무력 파도를 일으킨 공격에 이미 타격당한 대상은 공격하지 않습니다. 근접 공격으로 취급됩니다."
ability	Abilities.Ability_Puncture_Name				"Puncture"	"천공"	"An extended melee stab or piercing bow attack that has a 30% chance to inflict bleed on hit. Bleeds inflicted by puncture have 30% increased duration."	"사거리가 증가한 근접 공격 또는 관통하는 활 공격으로, 타격 시 30% 확률로 출혈을 일으킵니다. 천공으로 인한 출혈은 지속 시간이 30% 증가합니다."
ability	Abilities.Ability_Bow Flurry_Name				"Flurry"	"질풍"	"A bow or melee attack that performs 3 rapid strikes. The last strike can be cancelled by moving."	"활 또는 근접 공격으로 신속한 맹공을 3회 수행합니다. 마지막 공격은 이동으로 무효화할 수 있습니다."
ability	Abilities.Ability_Decoy_Name				"Decoy"	"유인물"	"Throw a device to create a Decoy that taunts enemies around it for 2.5 seconds before exploding."	"주변의 적을 2.5초 동안 도발한 뒤 폭발하는 유인물을 만드는 장치를 던집니다."
ability	Abilities.Ability_Detonate Decoy_Name				"Detonate Decoy"	"유인물 폭발"	"Detonate your decoys instantly."	"유인물을 즉시 폭발시킵니다."
ability	Abilities.Ability_Decoy Small Explosion_Name				"Explosives"	"폭발물"	"Trigger small hidden explosives hidden in your Decoy, damaging enemies near it."	"유인물 속에 숨겨진 작은 은폐 폭발물을 발동해 주변의 적에게 대미지를 줍니다."
ability	Abilities.Ability_Decoy Sonic Wave_Name				"Sonic Wave"	"음파"	"Your Decoy emits a piercing sound that afflicts enemies around it with armor shred and frailty."	"유인물이 귀청을 찢는 소리를 내어 주변의 방어력을 분쇄하고 허약을 적용합니다."
ability	Abilities.Ability_DancingStrike1_Name				"Dancing Strikes"	"검무 맹공"	"Requires dual wielding.  A combo ability that is a series of fast dash attacks. Dancing Strikes gains increased movement speed and more damage equal to 50% of your total increased melee attack speed."	"쌍수 무기가 필요합니다.  일련의 빠른 돌진 공격으로 이루어진 콤보 능력입니다. 검무 맹공은 총 증가된 근접 공격 속도의 50%에 해당하는 증가된 이동 속도와 더 많은 피해를 획득합니다."
ability	Abilities.Ability_DancingStrike2_Name				"Dancing Strikes"	"검무 맹공"	"Requires dual wielding.  A series of fast dash attacks. Dancing Strikes' movement does not scale with attack speed, but it gains increased cooldown recovery speed and more damage equal to 50% of your total increased melee attack speed."	"쌍수 무기 장착 필요합니다.  빠른 돌진 공격입니다.'{'검무 맹공'}'의 동작은 공격 속 증가의 영향을 받지 않지만, 총 증가된 근접 공격 속도의 50%만큼 쿨다운 회복 속도 증가하고 피해 증폭합니다."
ability	Abilities.Ability_DancingStrike3_Name				"Dancing Strikes"	"검무 맹공"	"Requires dual wielding.  A series of fast dash attacks. Dancing Strikes' movement does not scale with attack speed, but it gains increased cooldown recovery speed and more damage equal to 50% of your total increased melee attack speed."	"쌍수 무기 장착 필요합니다.  빠른 돌진 공격입니다.'{'검무 맹공'}'의 동작은 공격 속 증가의 영향을 받지 않지만, 총 증가된 근접 공격 속도의 50%만큼 쿨다운 회복 속도 증가하고 피해 증폭합니다."
ability	Abilities.Ability_DancingStrike4_Name				"Dancing Strikes"	"검무 맹공"	"Requires dual wielding.  A series of fast dash attacks. Dancing Strikes' movement does not scale with attack speed, but it gains increased cooldown recovery speed and more damage equal to 50% of your total increased melee attack speed."	"쌍수 무기 장착 필요합니다.  빠른 돌진 공격입니다.'{'검무 맹공'}'의 동작은 공격 속 증가의 영향을 받지 않지만, 총 증가된 근접 공격 속도의 50%만큼 쿨다운 회복 속도 증가하고 피해 증폭합니다."
ability	Abilities.Ability_Chakram_Name				"Chakram"	"차크람"	"Throw a single Chakram that pierces through all enemies, rebounds off terrain, and returns to you. Enemies can be hit a second time when the Chakram is returning."	"차크람 한 개를 던집니다. 차크람은 모든 적을 관통한 뒤 지형에서 튀어 올라 플레이어에게 돌아옵니다. 차크람이 되돌아올 때 적을 한 번 더 타격할 수 있습니다."
ability	Abilities.Ability_BowPuncture_Name				"Puncture"	"천공"	"An extended melee stab or piercing bow attack that has a 30% chance to inflict bleed on hit. Bleed inflicted by puncture has 30% increased duration."	"사거리가 증가한 근접 공격 또는 관통하는 활 공격으로, 타격 시 30% 확률로 출혈을 일으킵니다. 천공으로 인한 출혈은 지속 시간이 30% 증가합니다."
ability	Abilities.Ability_TotemPoisonBurst_Name				"Poison Burst"	"독 폭발"	"Deals a small amount of physical damage and has 100% chance to poison on hit."	"약간의 물리 피해를 입힙니다. 타격 시 독 확률이 100%입니다."
